time,msg-rate-per-second[postgres-to-kafka],msg-megabytes-in-per-second[postgres-to-kafka],msg-megabytes-out-per-second[postgres-to-kafka]
2025-04-02T16:02:13+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:02:14+02:00,50000.000000,1.239777,1.239777
2025-04-02T16:02:15+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:02:16+02:00,50000.000000,1.239777,1.239777
2025-04-02T16:02:17+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:18+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:02:19+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:20+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:02:21+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:22+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:02:23+02:00,50000.000000,1.239777,1.239777
2025-04-02T16:02:24+02:00,50000.000000,1.239777,1.239777
2025-04-02T16:02:25+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:26+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:02:27+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:28+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:02:29+02:00,50000.000000,1.239777,1.239777
2025-04-02T16:02:30+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:02:31+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:32+02:00,50000.000000,1.487732,1.239777
